message_type,source_ip_encoded,dest_ip_encoded,packet_size,timestamp_delta,sequence_number,flow_label,teid,qfi,priority,label
1,915,62,886.5961792422452,0.033028977644847475,21574,756120,21495,32,7,0
2,863,72,1233.6493205648858,0.0264772605401502,64386,680917,76423,22,5,1
51,483,762,1157.7489677094413,0.02669975670009793,64116,759087,3213,39,9,0
51,241,635,763.9659070365891,0.001984714068867083,33360,341926,83442,4,0,0
50,323,374,745.2737008542749,0.2115218424266621,527,340526,87595,33,6,0
2,730,632,981.917056198216,0.16849922757030822,62251,168157,1081,23,0,1
3,191,507,1354.3801540166708,0.020894882673058453,65321,968212,32676,16,6,1
51,16,786,892.5350324994545,0.04132556952173689,34061,444573,22008,30,13,0
4,523,942,600.114739847028,0.0007117079205984536,50807,897371,82642,6,1,0
52,917,397,746.69180686598,0.11402179912397291,29483,144542,95816,16,7,0
2,400,119,602.1193194442301,0.17454861596738425,16572,865144,46816,27,1,0
52,905,933,588.5394638553529,0.01585366345000549,31741,642931,83483,37,2,0
1,885,436,281.03065048194594,0.017395626287471565,63033,369561,640,60,12,0
4,704,828,730.7269238955334,0.15610442552986117,19143,210154,63594,21,11,0
4,21,675,289.3360201759966,0.09578701703549253,25105,662165,78039,14,2,0
1,473,935,661.1552940981467,0.004589793620499067,8626,213396,93900,36,0,0
2,119,464,924.2874093550762,0.048715459804343594,64661,914688,3737,14,4,1
1,209,285,1115.5685171796813,0.036949639261205765,55190,750244,16474,49,4,0
52,305,264,495.51955810710746,0.04600139414971133,15927,979532,34020,49,9,0
50,269,319,571.6440845556574,0.14685089048092959,31219,181844,86624,24,4,0
4,703,672,685.5427582425283,0.16656654267857493,44473,522797,94026,52,13,0
5,686,375,625.9569045491672,0.051142017854504424,26381,969608,36821,20,12,0
5,284,819,1210.7764392265628,0.2940353121782458,57647,991120,84862,54,8,0
52,715,88,458.4297880851141,0.052165524963839804,20567,625710,57590,37,5,0
3,675,653,686.1786503042474,0.1477690764760053,56126,351444,65808,1,5,0
51,762,202,899.6195747493219,0.06614106824130388,33206,1047006,18415,26,2,0
1,226,820,1064.355002912602,0.2278207910849886,43549,268774,24221,48,4,0
1,947,738,1028.8912998314086,0.11916874429382612,62529,910906,60532,31,9,1
3,380,954,224.5701198488623,0.009147602822482634,49985,361013,42426,20,6,0
3,459,333,754.9687335243485,0.275661035986097,41757,802133,9388,3,2,0
52,6,221,1205.6085428542144,0.17460302221487822,25136,145931,76816,43,1,0
52,28,40,1326.984333343692,0.07834544022810766,64606,414399,27585,18,4,1
3,906,707,870.9253587079797,0.022428337527370282,8954,957942,44784,1,2,0
4,32,67,481.09460252690104,0.1635367234301898,38563,883717,39810,25,4,0
52,645,987,675.4477843701009,0.09490026372696993,60923,641844,54328,33,8,1
50,878,775,805.4124945902297,0.034129431239945184,20170,228495,10858,13,10,0
52,78,513,372.08632331557766,0.30419872995123426,59859,254809,42262,14,9,0
1,927,872,1034.4086667087531,0.0051146090905845485,21605,959748,73589,19,0,0
52,946,636,819.009188010137,0.008120608715529732,63052,729672,16996,33,3,1
4,458,621,792.6028157805519,0.07712841710448315,49070,15021,13581,35,9,0
3,569,597,234.26992437372735,0.08575324885939448,23203,725223,18241,18,14,0
1,982,936,681.8594394669481,0.10360603487607947,685,448781,83447,8,4,0
52,537,631,444.2418358609391,0.001711475476599438,62605,441259,75753,6,1,0
4,481,126,103.41307479745683,0.3228087487812484,37002,728510,46112,29,11,0
50,429,254,962.5526268008953,0.004561271498288457,49730,64361,90448,12,1,0
52,737,694,1292.347861727472,0.015438965322309529,45766,918749,34867,26,0,0
4,284,15,1138.8420768031838,0.0014113648145154343,8008,958515,80975,62,13,0
50,515,476,1004.5072069711414,0.08366906605206098,49380,796787,73402,43,7,0
3,976,61,1013.6454744245043,0.13460900297228665,60015,98841,82094,34,1,1
52,98,880,1041.767068564348,0.10964561131275943,51884,966196,12212,12,2,0
50,396,431,1750.7339393581774,0.08648361050912512,63596,704364,58986,14,14,1
1,488,669,841.046548901388,0.0013370187395304687,49583,246300,33269,45,11,0
3,38,267,444.69194830639316,0.07809194982199996,9256,160786,3647,55,1,0
1,270,34,650.1847104225888,0.06153771658155213,32263,541486,55372,8,3,0
5,886,778,1310.8089465043809,0.06910851963529034,18094,329095,42817,44,13,0
2,796,575,1166.3651243324252,0.00374766490818049,62403,1026838,89461,22,0,1
52,156,493,96.0,0.057669587011682545,64451,919156,44113,53,2,1
50,74,561,359.3229608989419,0.06996088419178136,57646,436841,51049,35,4,0
2,883,468,672.6653890572555,0.144880336918778,37974,258466,54912,52,9,0
2,799,766,1110.7475715252706,0.06641528756009293,34189,479198,75447,39,0,0
50,129,660,718.0632942779264,0.016179170719559096,31997,543028,1779,2,3,0
3,686,324,1116.329496491978,0.10448543531271236,29205,265954,45753,33,5,0
52,973,303,642.1512939357533,0.018920885439824717,17153,910175,84978,18,14,0
5,83,275,210.71224332931604,0.20588123020419102,65403,934073,70727,27,3,0
1,21,868,652.5316524205746,0.09496309904213052,55187,258308,80841,22,6,0
4,458,962,1355.2252506958284,0.008551510249253342,64925,99855,27290,39,13,1
1,538,683,1317.8776572035908,0.16395525883293413,64010,734480,44789,48,6,1
4,706,928,423.46767522300934,0.07305696752151296,19489,813215,4748,44,5,0
1,848,200,1041.9617091883056,0.0037846087254683,62646,121701,74823,6,8,1
50,381,444,1500.0,0.09857289822107596,19690,492281,46,40,1,0
5,747,904,430.019352110937,0.02919564037548615,50691,340191,95279,11,12,0
52,439,323,998.2170183391247,0.16280778205245577,28507,795903,7759,60,9,0
4,603,34,170.9972904290613,0.17027714516941886,17716,110771,23438,13,7,0
52,988,976,1059.1375473708986,0.38607291141372124,57321,6163,19586,45,7,0
52,20,481,798.453574415199,0.03484466251876125,61101,980591,98760,14,10,1
52,302,727,1380.939716191323,0.03034451838415383,62975,848503,9855,2,9,1
51,975,479,412.5423194695396,0.14002943266900159,41030,16065,52077,14,13,0
3,868,64,887.2558400530121,0.01421059421907458,13766,384467,56951,50,13,0
1,954,7,527.4049112775685,0.07916766671208308,21943,765550,17350,23,10,0
52,83,300,585.4855451100124,0.07902036044492415,38713,904401,96229,51,3,0
1,773,342,932.5958019185092,0.009373186109627053,60780,345600,21349,45,5,0
52,658,430,670.8843570808951,0.05412574871347138,39895,497721,34297,7,10,0
4,952,423,914.1144344648934,0.1919261976619523,65278,248924,19456,4,5,0
3,452,331,742.7476044069948,0.19390093682703646,49633,703708,78825,61,4,0
3,386,437,820.2481043741825,0.010451383521476149,38032,805586,54022,50,13,0
50,506,587,933.5259414060205,0.009510317225448019,20479,1042347,71924,62,0,0
51,256,173,694.9944636226577,0.03047542794630119,22552,892135,39294,3,2,0
50,569,558,501.1850641994678,0.20775717911851804,48069,544517,99431,13,6,0
50,891,526,640.306320221063,0.013800146575840964,28073,314731,88553,15,7,0
50,933,872,1158.5417539500309,0.1272954256690394,35562,774758,46117,19,1,0
50,526,658,834.851925222965,0.010665648797073594,2893,311857,40485,23,2,0
50,161,25,819.7956959652868,0.04879379091062655,61090,682357,30216,5,3,1
5,956,819,920.4681825163156,0.0440161060076273,24396,545389,81639,54,13,0
3,162,604,940.4946754817415,0.15554894701613511,18757,564679,3405,56,10,0
50,831,405,955.9997227393432,0.026616907706852946,51045,206935,37261,30,4,0
52,792,231,506.6488398886143,0.10194365611778085,22175,72723,65643,5,2,0
3,791,532,595.2827017142315,0.02687720454647362,34652,226293,80732,34,4,0
3,523,818,596.9512350838966,0.125057635177767,54620,190477,46010,14,7,0
2,785,549,1037.7084395702136,0.10344606749735141,62906,166020,92690,28,7,1
5,270,787,961.6757555431203,0.013559271469184238,8210,886696,29606,2,13,0
50,491,504,888.855441419304,0.2014370826648837,41004,970535,53206,10,1,0
1,207,668,912.5650871471488,0.09003564948429715,49307,300065,37570,2,5,0
4,538,178,1206.2057427114569,0.013594629571954328,21347,465787,5581,27,3,0
51,583,131,1006.6672797474889,0.05578156560250175,48026,470223,5401,9,8,0
52,59,822,757.4595125011738,0.017537807086470177,28025,814892,39644,49,9,0
1,429,454,667.2516707763751,0.06025665533858866,61746,511174,96186,32,1,1
5,984,347,585.6358974587389,0.14224113350374884,53233,414287,96033,47,7,0
4,656,539,1082.2327195447979,0.005591096187404582,64309,721478,86174,15,0,1
5,604,771,1048.738948200834,0.0705502904496064,5948,179354,39016,58,10,0
52,308,405,791.800419768172,0.16853747807542535,9618,616013,71714,9,5,0
3,519,75,603.1412135334671,0.2751422970318241,20705,320589,72806,32,10,0
4,590,940,580.1321342818322,0.07205551030906233,61657,736427,14975,35,10,0
3,26,578,1168.6898059854484,0.15006661986222342,61720,344352,14038,2,13,1
52,685,853,1066.99626866513,0.07672006290284822,28703,448032,84293,4,11,0
1,561,491,1277.3057917325352,0.05011896898549628,1893,368427,16168,11,9,0
52,198,193,1107.4041308866495,0.09426060119679297,60448,85779,88755,56,12,1
1,386,983,1179.8655686568309,0.03396050871559142,63012,3060,90704,43,0,1
4,348,161,435.81748815278513,0.06384743732372304,58242,650094,43149,12,1,0
4,959,346,2072.63665609476,0.03369787326945151,63504,275875,72154,23,2,1
50,939,950,379.69914855317484,0.18759131274448929,64423,339974,21535,43,8,0
5,692,360,1727.2480403012478,0.08917216969812547,61568,640159,90996,56,4,1
50,535,768,690.3992140962588,0.05167095542509634,42219,545007,86079,31,9,0
5,827,583,930.2850777718565,0.020270744958722078,63186,964546,56880,15,9,1
50,377,86,466.99892843422197,0.06771321564776776,29887,1033638,65840,31,11,0
3,898,933,1500.0,0.0850438643540198,34784,573404,29757,44,1,0
4,915,261,866.4474869835183,0.02722513548749383,23058,514583,12684,36,9,0
1,557,213,806.384131131219,0.15796610985976003,55185,550613,49486,55,4,0
5,526,664,1066.0197078663628,0.06664716878250679,4834,940101,98232,35,4,0
52,152,721,604.750182311011,0.040653400180148076,9895,984943,11026,20,0,0
5,733,912,1200.8306798539525,0.005648413119340875,63491,14551,86427,46,2,1
1,205,572,816.9008860436363,0.02729184732281616,41834,355431,18716,11,4,0
50,454,779,646.35628029556,0.2981458071564506,566,286422,70098,50,8,0
5,272,261,1159.8914237557742,0.03639868779777241,40181,484405,98384,20,9,0
51,893,729,1101.605514826843,0.009247808579302947,62546,15141,92944,59,0,1
3,235,282,334.0603839893511,0.06174328266877547,42846,330057,87117,50,7,0
4,851,647,709.5507909437379,0.03668519016038897,10316,820047,75706,20,0,0
1,739,466,1312.1304022712538,0.0017896108724618342,64805,646346,17117,42,8,1
4,520,379,531.9520298337175,0.03902985302298054,2315,718111,36745,61,5,0
51,677,361,555.6215620488683,0.07855007082379248,37181,636972,87580,52,0,0
5,943,448,636.1222885621878,0.08023202258370032,3884,289596,2125,5,7,0
5,955,440,1749.5560470301323,0.022046240986930338,64475,415941,38052,8,4,1
52,830,92,653.8525932062881,0.05929449070426362,10052,574679,7177,0,6,0
51,725,620,1228.7351055653094,0.3367315458987348,40985,644576,91311,11,6,0
1,500,752,923.272302833249,0.02368841350954555,61047,730420,64819,57,14,1
52,116,866,897.5042408769625,0.029871176079183073,61600,113535,18677,13,6,0
3,385,423,666.1271977340747,0.02790091830102768,23124,142770,45178,5,5,0
52,343,141,1539.3374266307123,0.030602753895849072,64634,239947,90297,0,10,1
2,583,290,464.5177536304162,0.14251189713947635,7903,610999,998,21,7,0
1,394,431,1022.8578438731695,0.0230656936471009,45956,864282,59331,33,8,0
2,63,748,834.1608200929052,0.12354501489768732,63990,896165,43770,55,11,0
51,716,851,912.003682450148,0.0010688342646065477,64848,264509,78654,10,14,1
50,720,823,750.1335545869548,0.05428891724733497,56309,752913,11232,2,1,0
2,71,688,1260.1564823096523,0.14955070210020513,29375,884094,95288,41,6,0
3,788,652,1262.0300271963526,0.020679876018768098,64630,567660,72977,61,14,1
52,273,700,589.1815952262084,0.08295102390152555,12289,568422,85448,5,1,0
50,989,997,438.59201515156616,0.022938704243742596,46979,824255,55966,5,5,0
52,319,48,1427.4319230439487,0.06773889151840155,64768,595446,81145,62,1,1
2,337,301,858.7535741032057,0.00536952328058107,52310,882508,95202,19,9,0
52,365,880,1512.7593127897005,0.09571081314024368,61064,1032564,61518,20,5,1
51,494,189,361.33257809304735,0.022089157195134462,10560,761447,92694,1,1,0
50,606,135,448.32186413255,0.2074637353958813,54673,133021,94316,25,0,0
51,165,554,1144.06375977557,0.043468164673788105,61822,573684,95505,30,6,0
2,543,403,899.4024940338022,0.1282596094340716,18126,370480,27388,25,2,0
51,10,891,960.0202553712686,0.03845238613237647,3689,31912,4091,55,13,0
3,300,864,511.193890367614,0.23635212702069533,23870,56947,24946,31,11,0
2,728,601,758.5557607519866,0.006770207286243115,63821,513676,40240,9,13,1
2,800,806,1097.3775974576265,0.01966474309886321,38138,490913,3744,22,12,0
2,101,340,1111.5132964295447,0.06793036956154766,54797,44387,30925,57,3,0
1,424,756,473.50415389128386,0.008549083073875873,44707,981469,10197,5,12,0
52,391,944,416.18885124414646,0.02181313642135448,63019,278652,91816,22,5,0
1,778,703,767.4221087862668,0.28782405196407157,58242,307736,68861,27,4,0
1,213,317,560.1954639871981,0.3750315003428419,4024,633537,41401,48,3,0
3,690,617,553.9469362861923,0.04720205888706232,48751,1919,85178,29,8,0
50,87,362,424.5865260717822,0.2567671331856038,17101,829027,93019,13,5,0
52,552,821,659.46984551589,0.07870726060607686,36736,140689,98531,36,5,0
51,400,381,453.5915772101402,0.03143580205799249,7424,468484,80400,54,1,0
5,587,232,471.379729097229,0.12120006785882093,39219,33298,48796,31,5,0
2,888,776,1334.276330954837,0.053779244294593555,60567,237225,51554,48,6,1
51,45,343,783.4405297137871,0.4521318045769716,35984,924433,24112,33,7,0
2,671,548,945.4636044596396,0.03079491184502587,56978,233725,63084,40,14,0
3,462,816,305.2899693952081,0.11149230976089497,33159,276600,61601,43,13,0
2,591,552,802.964182948929,0.005342583508901314,28461,109599,50023,50,7,0
1,309,528,1422.6912626497515,0.012063890330089781,59044,873108,3200,21,8,0
52,85,855,1032.4773820714804,0.0001963035947571443,61436,83721,50898,30,9,1
5,91,788,1047.4247019716893,0.7525203436032188,52190,824356,38039,6,10,0
4,659,818,1044.8020546323269,0.1620871513383434,31018,810672,55039,40,12,0
2,672,570,1059.5595824003826,0.15451635577488868,33001,349525,7898,20,11,0
51,713,934,849.9985061171968,0.0712791014052415,26503,271372,64542,15,2,0
1,935,182,1454.7386922348965,0.01783853906265191,64510,808118,14893,19,9,1
4,927,40,1009.7040860039017,0.01640074302510645,19516,536208,8272,42,14,0
5,241,550,990.6338084943073,0.03350179290243876,29992,531720,24816,43,6,0
4,864,396,464.77454794598117,0.047155879297284146,7635,456791,45613,46,6,0
1,1,703,287.7846552368039,0.1411858751217078,11499,634795,33358,49,0,0
52,224,778,333.9249369755579,0.07757938181417404,10917,392653,75089,18,7,0
52,800,493,1078.4280034278013,0.00403250771168098,64544,333869,16268,47,14,1
50,744,658,978.1780203267933,0.001819351175536264,33002,748935,18269,31,3,0
52,972,906,468.6766167465246,0.010795518950794378,1392,689270,14264,14,4,0
50,925,332,1077.1911375753211,0.05284783769839866,65207,646052,70936,4,13,0
4,928,126,649.3174476476341,0.2705946171860229,43853,161298,95348,10,5,0
3,588,557,652.1734366417763,0.10144618235122163,42216,204222,59661,14,2,0
51,115,556,549.1679012361199,0.16186093410817168,14185,321243,65528,28,4,0
51,665,0,234.56409229511792,0.06280611740158921,27115,112557,63380,49,9,0
4,917,167,868.7942385303941,0.04488937519811549,11883,873192,94543,44,4,0
2,102,619,1970.7004707773558,0.005736904775085802,64705,542301,41272,3,0,1
2,193,18,781.200642940231,0.20869337155425405,17274,545734,66613,48,2,0
52,165,331,244.81050749154429,0.15285956584578506,40671,1032954,7236,35,2,0
51,870,583,1034.1028434849338,0.01840647924639988,45648,891641,88758,47,0,0
51,89,455,312.56060296910323,0.07179739580963648,17130,496409,16418,22,12,0
50,685,956,437.28968090324435,0.06682103205735584,64893,725735,98076,14,6,0
3,121,108,1092.747822458893,0.04905367116581393,62705,980013,34610,45,0,1
1,142,267,836.8530315620594,0.2922238235371163,428,626549,33903,43,6,0
2,993,444,497.40079964995147,0.086695652944057,31417,882171,23646,2,3,0
51,105,239,716.8051830302059,0.07770012201607433,64134,262701,62874,31,8,0
50,886,928,1014.5487202282054,0.005163328158155663,732,948170,87219,9,6,0
5,427,300,1055.6536654424056,0.006497325670727883,800,692749,64559,39,4,0
50,304,601,1763.1553898164188,0.010372540901671199,62483,703060,62234,37,6,1
2,871,102,1372.825595688048,0.003300964439678932,28874,130878,23402,21,8,0
2,970,987,1042.966796498335,0.13600532722136846,7026,623431,7772,13,9,0
50,316,249,734.9790456787279,0.12849309175001375,14482,548866,41336,62,5,0
1,962,452,1057.7941373368917,0.014624759844401154,25412,599067,74452,16,0,0
4,634,519,940.0148702015547,0.18083700693350846,31359,664956,79435,20,5,0
2,901,152,1427.8651398868146,0.008408273523907365,64800,843932,67450,50,0,1
50,8,858,853.1656355215056,0.035835576572479766,57479,596822,92605,47,12,0
51,773,173,789.575654030742,0.01431594337931888,65161,796561,1943,14,11,1
50,72,342,737.3566164801314,0.02328521212925934,64829,456610,20389,57,3,1
3,358,669,770.8645396774572,0.029391984146417468,55360,197118,83252,14,13,0
4,222,430,844.6730227539116,0.06712896590224159,51691,798028,57043,0,7,0
5,415,726,596.1677231204861,0.05232489435508994,52871,589643,53741,23,4,0
1,552,688,1390.5038768738589,0.2155113176255523,63779,537262,65874,54,14,1
52,369,686,1424.2297712117568,0.005755109694799062,36136,197745,47025,54,4,0
5,715,851,276.7007842165227,0.015336259623197113,64515,898436,23451,11,12,0
4,263,849,974.6733432691283,0.005427235254511537,21393,251366,56966,9,9,0
4,839,657,780.207613732757,0.09830749593433283,63170,388938,10058,45,10,0
4,689,961,935.1966666003964,0.005605120310915178,13263,486649,93250,41,7,0
5,859,323,670.7855898619126,0.18105737778139797,5230,856634,8984,41,7,0
51,317,989,756.18203448585,0.0717314124236385,23773,74442,19996,51,0,0
4,83,672,1258.2752029536446,0.03743380051214098,64895,677178,91629,60,12,1
50,317,638,709.5098349394218,0.08246110153980524,18800,960750,77682,30,12,0
5,110,419,343.83760478903037,0.018731042811116805,46516,1047785,38887,10,4,0
52,250,593,1094.738236209996,0.011013029496847833,62794,579886,89026,53,11,1
4,382,484,375.0699115411418,0.03839247604538332,23556,133726,96573,15,4,0
50,6,658,1493.9368997611393,0.04500812664333628,61860,558046,95150,60,7,1
51,458,750,240.3364696765633,0.02358714281037408,61684,810636,94021,8,0,0
3,83,411,1108.596313836767,0.012367354370907597,19334,127309,2674,46,6,0
51,207,935,928.8689000610439,0.3510461721282547,4262,690288,34891,13,6,0
52,899,83,930.0165847201683,0.0022227014856001657,54298,513644,77514,18,12,0
4,389,112,226.0605594684722,0.08115083575917927,63336,184681,23467,30,8,1
52,313,736,701.4201685725332,0.15513348179386244,46554,554840,92546,8,1,0
5,21,331,1146.069028597958,0.035270300517747204,3089,1030944,50407,35,14,0
2,409,377,644.4176062909116,0.014575044613225284,45784,403552,3689,52,2,0
4,894,754,714.8720325163285,0.007869466989282824,61890,309181,69285,38,3,1
2,514,654,608.9989714982863,0.11954479683386386,4579,147278,13666,53,0,0
50,126,40,1169.2750698122977,0.05147389411194935,64826,559119,20642,25,14,1
3,808,934,544.5888649061567,0.15266866036488427,7373,43563,32501,7,6,0
1,699,769,1170.1451696267882,0.27722875259896007,3574,18361,35798,23,13,0
52,873,958,780.5997410028823,0.1177419690262897,2979,827767,84767,7,9,0
51,13,796,633.3291956156215,0.016942689529567186,43408,74469,45951,18,2,0
3,970,104,409.5969419493262,0.027897689504871995,9423,520581,25047,46,2,0
4,977,201,945.3339815836814,0.18463871430522527,43627,510571,9639,47,2,0
2,11,449,938.4998884134089,0.023484433405544215,23698,550104,86364,29,7,0
51,86,818,562.3373281445924,0.00752865461964761,56175,781710,21174,57,8,0
2,523,842,129.10129150575642,0.12149665279329647,30821,670979,13223,21,9,0
5,908,972,923.2286568727652,0.0515045105756261,37744,234295,50065,54,12,0
2,536,265,743.9589826216993,0.2526229426502525,4926,616767,37011,8,13,0
5,300,909,900.8213503777007,0.10505511647372621,57200,26819,18096,57,1,0
50,242,209,1387.1523600918915,0.009477120065051477,64753,929245,1440,57,9,0
51,121,562,1187.9256703309231,0.1476878517772499,64291,1040801,85551,61,14,1
51,146,117,968.7726224207527,0.014957867357159796,61097,384474,5376,43,9,1
1,566,712,455.8034097054979,0.04113008385172029,29431,8798,89024,62,0,0
4,749,376,706.2734625514853,0.05146000942652068,28835,680503,91239,47,13,0
5,355,550,1272.2598073270385,0.002629142928765788,61638,836127,20601,3,8,1
1,684,539,815.9922261796281,0.06862021973434834,21677,425963,2467,36,5,0
2,903,770,1317.039602020131,0.013161151228938673,55798,768230,45098,7,13,0
2,732,83,949.7256696397828,0.05124441440107728,43555,754547,53277,0,14,0
1,630,453,759.559738547837,0.04318754942649553,54556,653832,50118,27,8,0
51,308,666,588.0318263499581,0.14821010312317479,19815,676542,46972,5,5,0
2,694,628,1320.0027437024942,0.0812708733162094,61658,253800,6929,46,1,1
52,287,513,527.8975524852023,0.016654216762942927,60262,533703,88017,35,0,0
50,306,604,853.9493238613719,0.045657608339984015,27529,928589,55310,52,13,0
50,811,677,946.224178071453,0.04673721522712178,1996,408224,74648,10,7,0
52,593,386,735.0643331685658,0.016417965354404887,22415,611926,40889,4,2,0
1,965,911,610.9140667804575,0.1601735180049913,13845,542740,95026,49,0,0
52,913,349,144.41094579952824,0.12283622513549936,36660,1039670,43833,23,14,0
5,722,295,1143.1510179261172,0.02111924835392398,15523,457291,9405,46,7,0
5,661,257,1381.4851756103767,0.02284228151977149,61125,401336,33640,17,11,1
1,548,80,928.2851844754347,0.01118314345857824,64097,719745,78119,19,0,0
52,351,936,331.5942992668101,0.09894169475129025,8499,990860,60599,27,7,0
5,311,267,1213.9516099220173,0.01293935931918604,42323,634493,66400,12,0,0
51,872,418,660.4349400145759,0.4264006729289723,2103,18170,27685,4,8,0
52,58,234,713.3614091901542,0.15172328881292882,35799,16259,68592,29,13,0
51,642,832,718.8209150615287,0.02473437315961957,60263,284243,77723,0,8,1
5,923,310,395.8744208970683,0.043204359552504235,62992,140721,2683,21,11,1
50,713,812,1147.2038935170701,0.2422966935059001,8108,129394,38047,17,12,0
5,754,974,1185.9792108192873,0.0807658953525891,60097,1013295,21833,45,8,0
51,34,985,750.3415545940018,0.01917641820657373,49395,321402,16998,4,2,0
3,444,356,596.184629058095,0.04759466228302757,18269,172109,34641,30,3,0
4,92,212,686.8867492597226,0.18524326067859864,47704,273949,76883,5,4,0
2,949,573,1042.6732544840027,0.05167115433700034,65015,509212,40492,26,5,1
52,958,48,440.0420833461205,0.1051893938749553,9625,254599,63044,55,8,0
3,206,126,712.3234353668479,0.20160648378543689,27127,43147,72726,24,12,0
5,352,222,845.9305978802977,0.22440620422850013,65239,74280,45521,28,10,0
50,902,920,1105.4471742946257,0.2523139147194711,23132,177125,62920,62,11,0
1,331,278,804.2732492041137,0.009965371187533156,57647,368921,64443,27,3,0
5,816,407,327.0944873301692,0.07855388277457019,48592,622129,21771,15,13,0
50,861,504,906.0643589596029,0.13490352676786702,20715,484609,47499,53,13,0
4,724,293,723.2208314990739,0.14143928320876784,40632,649014,61478,52,5,0
5,158,795,1211.1229081951599,0.09332237953331671,35878,390503,245,11,12,0
51,953,276,1228.8373406132023,0.01824663694992173,18571,76215,32789,19,0,0
1,956,437,1239.33629368019,0.15966231431613462,12483,637197,95342,17,1,0
50,23,106,947.2854290820243,0.06366816872903973,60160,357509,79454,33,7,1
50,403,657,1396.9565220012673,0.009007326511467503,59137,273129,57738,54,3,0
50,804,419,905.282751468712,0.062326637612765794,33415,1011327,46490,52,9,0
4,515,610,1287.91412170059,0.019113314448172533,55297,274535,71304,22,6,0
5,731,428,649.2141158504721,0.04117000737415674,21041,529149,28391,44,3,0
4,363,374,710.4209787171121,0.0018246552658334127,13408,981086,10248,26,13,0
52,381,72,882.2082058016256,0.05113755556354032,58057,261968,69052,48,8,0
2,531,948,845.563282884182,0.07982342250726596,45469,707288,59720,16,8,0
2,955,997,1176.4435830407508,0.09664861891767074,33306,296508,34679,47,3,0
52,151,633,730.3612044354637,0.10891284382694687,14167,344543,87803,20,12,0
5,561,29,1149.3844970931068,0.180966673005368,6573,490251,76287,49,14,0
51,688,187,1529.5055282096941,0.01213307129664187,61256,773360,29584,39,7,1
4,946,363,735.9823344178554,0.01283810469549652,26973,514060,8077,61,5,0
1,607,865,996.402985244694,0.19074206678845618,46836,224402,18007,30,0,0
50,616,799,658.0204859500853,0.017032913210886146,63334,567211,15052,2,14,0
50,419,450,1500.0,0.36793284638260165,42465,925423,4315,16,6,0
5,249,194,64.0,0.18485725765198077,46919,186968,28671,60,0,0
51,116,155,1502.8244420227677,0.03474509655067964,64865,501854,67552,49,2,1
2,865,171,405.9318408253287,0.19928731198560126,60310,347962,10237,57,7,1
2,511,846,732.3029890345795,0.01024500098564475,61856,964900,35569,25,14,0
50,739,40,774.3175731586261,0.036106422156098716,1910,690200,60315,22,8,0
5,577,62,1252.290067674105,0.10167311904444863,58260,697615,91904,5,2,0
4,334,22,592.3543363769329,0.043079348303009767,44919,333304,16353,27,0,0
2,417,359,1192.4035746985335,0.2636276926252649,56371,128165,45651,7,0,0
4,931,74,669.5325118988414,0.003393929350439305,60226,230314,10347,54,6,1
51,773,559,1204.0009171264599,0.07972015097862858,2084,401392,25157,61,4,0
2,294,671,657.6963674289582,0.08937132017998028,46147,295673,55905,57,12,0
2,937,824,822.0303557723356,0.1057647300850289,60033,449622,14036,44,13,0
3,754,117,699.0864010668788,0.02952657201969404,47986,668301,16109,7,0,0
2,370,611,1184.7090422346812,0.04534477217780777,50843,525957,2854,18,5,0
52,185,379,1126.3219529701241,0.18558534790312864,17141,1022936,84157,37,13,0
1,245,928,933.0505161753574,0.02168419096436577,2671,741142,4177,28,5,0
52,636,919,454.43948462396776,0.17537000869278752,36520,903805,25921,22,13,0
5,267,678,585.4934395909272,0.0827033888650658,44513,307003,54851,46,3,0
5,642,289,491.4270423481624,0.14362727779971748,57812,580074,6830,31,6,0
4,236,439,125.55713396235103,0.12503915644201022,38030,706443,90667,9,6,0
52,529,667,1178.395430555014,0.023257727855341602,14692,957580,73928,26,11,0
52,551,932,701.6529420971909,0.08412127970078873,39621,544611,84861,48,8,0
52,20,6,698.4518107123108,0.20228582254819824,34263,230502,40668,0,11,0
51,910,195,1248.830670027668,0.056583852345998734,54893,781537,65843,38,0,0
2,736,420,657.2034192840897,0.33989230765552597,25596,530309,35844,28,4,0
1,866,567,547.8587192942207,0.060187258752343854,57208,520766,50809,58,14,0
4,793,832,732.5763138455046,0.015406725941936941,63055,1022245,30544,44,9,0
52,519,192,460.1992844369311,0.049336999701507706,50054,301951,72781,2,2,0
52,99,558,1354.9600961795804,0.15151867706575034,60272,390449,6612,50,6,1
3,751,147,687.901376520749,0.03852520493738068,8631,1037565,88243,46,3,0
4,477,786,647.8185768218563,0.20256972683862262,31251,312499,84613,36,3,0
52,598,668,621.8290483939094,0.2130740576562935,28799,495655,46903,30,12,0
4,297,201,768.1335518473966,0.043106991778420936,63693,637703,33044,10,11,0
2,939,443,825.0443376559552,0.008692882554323832,43037,962236,5272,21,0,0
3,525,913,644.0074734777435,0.12893778690672983,33213,270855,72868,17,0,0
4,333,987,692.3702191714559,0.03732578244646098,41926,456295,77090,34,9,0
1,1,418,775.5431519541953,0.15275059793523485,11983,7904,58746,5,1,0
1,374,426,745.2745593381384,0.058457056895608595,8656,588321,96877,2,14,0
5,292,478,1213.9841850937562,0.03320532293976353,64412,755947,62078,61,1,1
3,836,474,596.9987590255959,0.15046699026416274,18583,872910,59120,4,0,0
