,Flow ID,Src IP,Src Port,Dst IP,Dst Port,Protocol,Timestamp,Flow Duration,Tot Fwd Pkts,Tot Bwd Pkts,TotLen Fwd Pkts,TotLen Bwd Pkts,Fwd Pkt Len Max,Fwd Pkt Len Min,Fwd Pkt Len Mean,Fwd Pkt Len Std,Bwd Pkt Len Max,Bwd Pkt Len Min,Bwd Pkt Len Mean,Bwd Pkt Len Std,Flow Byts/s,Flow Pkts/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Tot,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Tot,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Len,Bwd Header Len,Fwd Pkts/s,Bwd Pkts/s,Pkt Len Min,Pkt Len Max,Pkt Len Mean,Pkt Len Std,Pkt Len Var,FIN Flag Cnt,SYN Flag Cnt,RST Flag Cnt,PSH Flag Cnt,ACK Flag Cnt,URG Flag Cnt,CWE Flag Count,ECE Flag Cnt,Down/Up Ratio,Pkt Size Avg,Fwd Seg Size Avg,Bwd Seg Size Avg,Fwd Byts/b Avg,Fwd Pkts/b Avg,Fwd Blk Rate Avg,Bwd Byts/b Avg,Bwd Pkts/b Avg,Bwd Blk Rate Avg,Subflow Fwd Pkts,Subflow Fwd Byts,Subflow Bwd Pkts,Subflow Bwd Byts,Init Fwd Win Byts,Init Bwd Win Byts,Fwd Act Data Pkts,Fwd Seg Size Min,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Label
1838,172.21.0.110-172.21.0.120-8805-8805-17,172.21.0.110,8805,172.21.0.120,8805,17,22/11/2022 03:40:50 PM,55011056,11,13,176.0,208.0,16.0,16.0,16.0,0.0,16.0,16.0,16.0,0.0,6.980414991488256,0.436275936968016,2391785.0434782603,4639873.104145458,11003338.0,12.0,55010638.0,5501063.8,5798310.417272486,11003338.0,105.0,55011056.0,4584254.666666666,5665236.045897154,11003423.0,12.0,0,0,0,0,88,104,0.199959804443674,0.236316132524342,16.0,16.0,16.0,0.0,0.0,0,0,0,0,0,0,0,0,1.0,16.666666666666668,16.0,16.0,0,0,0,0,0,0,11,176,13,208,-1,-1,11,0,367.4,107.20447751843204,436.0,178.0,11001817.2,1154.6898717836082,11003338.0,11000504.0,Mal_Mod2
1323,172.21.0.110-172.21.0.120-8805-8805-17,172.21.0.110,8805,172.21.0.120,8805,17,12/10/2022 11:39:43 PM,55008605,11,13,176.0,208.0,16.0,16.0,16.0,0.0,16.0,16.0,16.0,0.0,6.980726015502484,0.4362953759689052,2391678.4782608696,4639577.533267146,11001491.0,7.0,55007977.0,5500797.7,5797977.171262904,11001491.0,126.0,55008500.0,4584041.666666667,5664859.973419423,11001968.0,87.0,0,0,0,0,88,104,0.1999687139857482,0.236326661983157,16.0,16.0,16.0,0.0,0.0,0,0,0,0,0,0,0,0,1.0,16.666666666666668,16.0,16.0,0,0,0,0,0,0,11,176,13,208,-1,-1,11,0,475.4,154.50825220679965,628.0,236.0,11001162.2,352.4453149071056,11001491.0,11000619.0,Mal_Del
549,172.21.0.110-172.21.0.120-8805-8805-17,172.21.0.120,8805,172.21.0.110,8805,17,01/11/2022 01:12:17 PM,55007481,12,12,192.0,192.0,16.0,16.0,16.0,0.0,16.0,16.0,16.0,0.0,6.980868656755979,0.4363042910472486,2391629.6086956523,4639604.302487207,11001712.0,7.0,55007148.0,5000649.818181817,5745210.435267655,11001952.0,14.0,55007481.0,5000680.090909091,5745078.625139162,11001857.0,35.0,0,0,0,0,96,96,0.2181521455236243,0.2181521455236243,16.0,16.0,16.0,0.0,0.0,0,0,0,0,0,0,0,0,1.0,16.666666666666668,16.0,16.0,0,0,0,0,0,0,12,192,12,192,-1,-1,12,0,280.8,134.94702664379085,442.0,122.0,11001163.0,513.0043859459875,11001712.0,11000368.0,Mal_Mod
1918,172.21.0.100-172.21.0.120-80-52918-6,172.21.0.120,52918,172.21.0.100,80,6,22/11/2022 04:08:28 PM,50020592,17,13,811.0,275.0,81.0,0.0,47.70588235294117,36.91335243831552,65.0,0.0,21.15384615384616,21.904513057990865,21.711058517660085,0.5997529977254168,1724848.0,3845670.358055899,10004778.0,2.0,50020482.0,3126280.125,4788854.654568597,10004778.0,58.0,50020590.0,4168382.5,5151243.163837259,10005052.0,59.0,0,1,0,0,544,416,0.3398600320444028,0.2598929656810139,0.0,81.0,37.12903225806452,33.44422415055039,1118.516129032258,0,0,0,1,1,0,0,0,0.0,38.36666666666667,47.70588235294117,21.15384615384616,0,0,0,0,0,0,17,811,13,275,-1,501,11,0,332.2,92.11243130001507,449.0,231.0,10003749.0,641.0390003735827,10004778.0,10003200.0,Mal_Mod2
1714,172.21.0.100-172.21.0.120-80-34460-6,172.21.0.120,34460,172.21.0.100,80,6,04/10/2022 09:46:28 PM,50003839,17,13,811.0,275.0,81.0,0.0,47.70588235294117,36.91335243831552,65.0,0.0,21.15384615384616,21.904513057990865,21.71833246643323,0.5999539355368295,1724270.3103448274,3844219.251169225,10000372.0,15.0,50003668.0,3125229.25,4787008.919217992,10000372.0,116.0,50003821.0,4166985.083333333,5149282.256447652,10000642.0,240.0,0,1,0,0,544,416,0.3399738968042033,0.2599800387326261,0.0,81.0,37.12903225806452,33.44422415055039,1118.516129032258,0,0,0,1,1,0,0,0,0.0,38.36666666666667,47.70588235294117,21.15384615384616,0,0,0,0,0,0,17,811,13,275,-1,501,11,0,567.4,32.508460437246185,594.0,518.0,10000047.4,282.59122420910387,10000372.0,9999658.0,Mal_Estab
1218,172.21.0.100-172.21.0.120-80-52918-6,172.21.0.120,52918,172.21.0.100,80,6,01/11/2022 02:04:34 PM,50014909,17,13,811.0,287.0,81.0,0.0,47.70588235294117,36.91335243831552,65.0,0.0,22.07692307692308,22.772284098810182,21.9534539191104,0.5998211453308852,1724652.0344827585,3845158.273596137,10003293.0,4.0,50014797.0,3125924.8125000005,4788197.991357866,10003293.0,70.0,50014902.0,4167908.500000001,5150599.493967342,10003640.0,113.0,0,1,0,0,544,416,0.3398986490208349,0.2599224963100502,0.0,81.0,37.51612903225807,33.488177981432926,1121.4580645161288,0,0,0,1,1,0,0,0,0.0,38.766666666666666,47.70588235294117,22.07692307692308,0,0,0,0,0,0,17,811,13,287,-1,501,11,0,431.4,128.42040336332855,660.0,354.0,10002450.6,1028.4601596563607,10003293.0,10001142.0,Mal_Mod
1541,172.21.0.110-172.21.0.120-8805-8805-17,172.21.0.110,8805,172.21.0.120,8805,17,04/10/2022 08:19:49 PM,59952631,810,810,14955.0,116700.0,21.0,16.0,18.46296296296296,2.5012701072515187,276.0,16.0,144.07407407407413,130.06604557707897,2195.983692525521,27.021332891962658,37030.65534280419,38247.17381300385,169696.0,10.0,59952182.0,74106.52904820762,15446.031199111316,170127.0,65.0,59952238.0,74106.59826946846,15438.734456453283,170152.0,112.0,0,0,0,0,6480,6480,13.510666445981329,13.510666445981329,16.0,276.0,81.2282541640963,111.3482623223061,12398.435522197093,0,0,0,0,0,0,0,0,1.0,81.27839506172839,18.46296296296296,144.07407407407408,0,0,0,0,0,0,810,14955,810,116700,-1,-1,810,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Mal_Estab
723,172.21.0.110-172.21.0.120-8805-8805-17,172.21.0.110,8805,172.21.0.120,8805,17,22/11/2022 02:24:00 PM,55008632,11,13,176.0,208.0,16.0,16.0,16.0,0.0,16.0,16.0,16.0,0.0,6.980722589138374,0.4362951618211483,2391679.6521739126,4639725.852094239,11001984.0,11.0,55008293.0,5500829.300000001,5798161.64085591,11001984.0,83.0,55008574.0,4584047.833333333,5665013.421265268,11002239.0,11.0,0,0,0,0,88,104,0.199968615834693,0.2363265459864553,16.0,16.0,16.0,0.0,0.0,0,0,0,0,0,0,0,0,1.0,16.666666666666668,16.0,16.0,0,0,0,0,0,0,11,176,13,208,-1,-1,11,0,245.8,84.60319142916536,339.0,132.0,11001438.6,476.8739875480733,11001984.0,11000914.0,Mal_Mod2
1514,172.21.0.110-172.21.0.120-8805-8805-17,172.21.0.110,8805,172.21.0.120,8805,17,04/10/2022 08:06:48 PM,59982154,819,819,15119.0,117884.0,21.0,16.0,18.46031746031745,2.5012124975250405,276.0,16.0,143.93650793650792,130.0630498713021,2217.376188257594,27.3081223458564,36641.51130116072,37860.3487092947,110008.0,61.0,59981676.0,73327.23227383864,15350.214215285809,110459.0,69.0,59981779.0,73327.3581907092,15350.473175920784,110473.0,92.0,0,0,0,0,6552,6552,13.6540611729282,13.6540611729282,16.0,276.0,81.15863331299578,111.30883774342264,12389.65735979159,0,0,0,0,0,0,0,0,1.0,81.2081807081807,18.46031746031746,143.93650793650792,0,0,0,0,0,0,819,15119,819,117884,-1,-1,819,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Mal_Estab
1454,172.21.0.100-172.21.0.120-80-52918-6,172.21.0.120,52918,172.21.0.100,80,6,01/11/2022 03:25:36 PM,50017635,17,13,811.0,275.0,81.0,0.0,47.70588235294117,36.91335243831552,65.0,0.0,21.15384615384616,21.904513057990865,21.712342056956512,0.5997884546120583,1724746.0344827585,3845406.499369619,10006389.0,3.0,50017509.0,3126094.3125000005,4788517.512643229,10006389.0,41.0,50017631.0,4168135.9166666665,5150883.880669934,10006614.0,103.0,0,1,0,0,544,416,0.3398801242801664,0.2599083303318919,0.0,81.0,37.12903225806452,33.44422415055039,1118.516129032258,0,0,0,1,1,0,0,0,0.0,38.36666666666667,47.70588235294117,21.15384615384616,0,0,0,0,0,0,17,811,13,275,-1,501,11,0,382.4,112.14410372373574,539.0,222.0,10003078.8,2343.936048615661,10006389.0,10000733.0,Mal_Mod
1471,172.21.0.110-172.21.0.120-8805-8805-17,172.21.0.110,8805,172.21.0.120,8805,17,13/10/2022 12:33:37 AM,55006664,11,13,176.0,208.0,16.0,16.0,16.0,0.0,16.0,16.0,16.0,0.0,6.980972341823892,0.4363107713639932,2391594.086956521,4639469.749655712,11001479.0,73.0,55006359.0,5500635.9,5797764.0330461385,11001479.0,380.0,55006494.0,4583874.5,5664777.314889207,11001798.0,73.0,0,0,0,0,88,104,0.1999757702084969,0.2363350011554963,16.0,16.0,16.0,0.0,0.0,0,0,0,0,0,0,0,0,1.0,16.666666666666668,16.0,16.0,0,0,0,0,0,0,11,176,13,208,-1,-1,11,0,372.6,38.298825047251775,396.0,305.0,11000877.8,339.2030365430121,11001479.0,11000672.0,Mal_Del
1772,172.21.0.100-172.21.0.120-80-52918-6,172.21.0.120,52918,172.21.0.100,80,6,22/11/2022 03:18:27 PM,50016138,17,13,811.0,275.0,81.0,0.0,47.70588235294117,36.91335243831552,65.0,0.0,21.15384615384616,21.904513057990865,21.712991914729603,0.5998064064842432,1724694.4137931035,3845237.439167578,10005809.0,2.0,50016040.0,3126002.4999999995,4788292.076466083,10005809.0,55.0,50016136.0,4168011.333333334,5150628.60322666,10006117.0,53.0,0,1,0,0,544,416,0.3398902970077378,0.2599161094765054,0.0,81.0,37.12903225806452,33.44422415055039,1118.516129032258,0,0,0,1,1,0,0,0,0.0,38.36666666666667,47.70588235294117,21.15384615384616,0,0,0,0,0,0,17,811,13,275,-1,501,11,0,521.4,439.2394563333308,1268.0,175.0,10002663.2,2450.914461991504,10005809.0,10000407.0,Mal_Mod2
463,172.21.0.107-172.21.0.110-8805-8805-17,172.21.0.110,8805,172.21.0.107,8805,17,01/11/2022 04:49:40 PM,59940247,470,11,9820.0,181.0,21.0,16.0,20.8936170212766,0.7222932725456256,21.0,16.0,16.454545454545453,1.5075567228888178,166.84949596554048,8.024658290113486,124875.51458333338,26276.97732653837,183983.0,86.0,59816222.0,127539.9189765458,19164.702764653663,183983.0,1961.0,54481201.0,5448120.1,157834.3344054491,5541947.0,5013280.0,0,0,0,0,3760,88,7.841142196160787,0.1835160939526992,16.0,21.0,20.79253112033193,0.998182456410264,0.9963682162852284,0,0,0,0,0,0,0,0,0.0,20.835758835758835,20.8936170212766,16.454545454545453,0,0,0,0,0,0,470,9820,11,181,-1,-1,470,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Normal
1411,172.21.0.110-172.21.0.120-8805-8805-17,172.21.0.110,8805,172.21.0.120,8805,17,01/11/2022 03:11:06 PM,55007335,12,12,192.0,192.0,16.0,16.0,16.0,0.0,16.0,16.0,16.0,0.0,6.980887185318104,0.4363054490823815,2391623.260869566,4639539.391440748,11001700.0,18.0,55007143.0,5000649.363636364,5744956.95973328,11001700.0,18.0,55007266.0,5000660.545454547,5745182.736204574,11001879.0,27.0,0,0,0,0,96,96,0.2181527245411907,0.2181527245411907,16.0,16.0,16.0,0.0,0.0,0,0,0,0,0,0,0,0,1.0,16.666666666666668,16.0,16.0,0,0,0,0,0,0,12,192,12,192,-1,-1,12,0,310.0,109.45547039778324,464.0,160.0,11001036.2,488.23375549013406,11001700.0,11000464.0,Mal_Mod
729,172.21.0.110-172.21.0.120-8805-8805-17,172.21.0.110,8805,172.21.0.120,8805,17,13/10/2022 12:38:01 AM,55006314,11,13,176.0,208.0,16.0,16.0,16.0,0.0,16.0,16.0,16.0,0.0,6.981016761094008,0.4363135475683755,2391578.869565217,4639388.816284251,11000902.0,70.0,55005885.0,5500588.5,5797639.647056516,11000902.0,405.0,55006147.0,4583845.583333334,5664718.801911153,11001257.0,70.0,0,0,0,0,88,104,0.1999770426355054,0.23633650493287,16.0,16.0,16.0,0.0,0.0,0,0,0,0,0,0,0,0,1.0,16.666666666666668,16.0,16.0,0,0,0,0,0,0,11,176,13,208,-1,-1,11,0,445.2,28.25243352350377,471.0,405.0,11000712.4,182.34938990850387,11000902.0,11000413.0,Mal_Del
754,172.21.0.110-172.21.0.120-8805-8805-17,172.21.0.110,8805,172.21.0.120,8805,17,22/11/2022 02:31:43 PM,55009040,11,13,176.0,208.0,16.0,16.0,16.0,0.0,16.0,16.0,16.0,0.0,6.980670813379038,0.4362919258361898,2391697.391304347,4639764.144871089,11001914.0,12.0,55008892.0,5500889.2,5798181.771730261,11001914.0,194.0,55009022.0,4584085.166666667,5665101.574533647,11002245.0,12.0,0,0,0,0,88,104,0.1999671326749203,0.2363247931612695,16.0,16.0,16.0,0.0,0.0,0,0,0,0,0,0,0,0,1.0,16.666666666666668,16.0,16.0,0,0,0,0,0,0,11,176,13,208,-1,-1,11,0,241.8,89.0965768141515,378.0,148.0,11001527.4,395.1003669955268,11001914.0,11000913.0,Mal_Mod2
377,172.21.0.107-172.21.0.110-8805-8805-17,172.21.0.110,8805,172.21.0.107,8805,17,01/11/2022 04:06:36 PM,59987250,530,12,11075.0,197.0,21.0,16.0,20.89622641509436,0.713484027253529,21.0,16.0,16.416666666666664,1.443375672974064,187.90659681849056,9.035253324664824,110882.16266173752,22571.36081678817,155679.0,57.0,59855821.0,113148.99999999996,16104.543579657606,155679.0,1194.0,57790898.0,5253717.999999999,819413.5637676497,5534054.0,2785032.0,0,0,0,0,4240,96,8.835210815631655,0.2000425090331695,16.0,21.0,20.797421731123386,0.9867352617578132,0.9736464767962602,0,0,0,0,0,0,0,0,0.0,20.83579335793358,20.89622641509434,16.416666666666668,0,0,0,0,0,0,530,11075,12,197,-1,-1,530,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Normal
1634,172.21.0.110-172.21.0.120-8805-8805-17,172.21.0.110,8805,172.21.0.120,8805,17,13/10/2022 01:29:44 AM,55007189,11,13,176.0,208.0,16.0,16.0,16.0,0.0,16.0,16.0,16.0,0.0,6.980905713978586,0.4363066071236616,2391616.9130434785,4639414.233368749,11001404.0,76.0,55006750.0,5500675.000000001,5797673.706091818,11001480.0,96.0,55006998.0,4583916.5,5664767.432126639,11001723.0,78.0,0,0,0,0,88,104,0.1999738615983449,0.2363327455253167,16.0,16.0,16.0,0.0,0.0,0,0,0,0,0,0,0,0,1.0,16.666666666666668,16.0,16.0,0,0,0,0,0,0,11,176,13,208,-1,-1,11,0,548.2,298.87990899356214,1026.0,264.0,11000797.6,441.54082483952425,11001404.0,11000177.0,Mal_Del
1549,172.21.0.110-172.21.0.120-8805-8805-17,172.21.0.110,8805,172.21.0.120,8805,17,04/10/2022 08:23:49 PM,59948217,811,811,14976.0,116976.0,21.0,16.0,18.46609124537608,2.501312620651786,276.0,16.0,144.23674475955633,130.0682562738929,2201.0996590607524,27.056684604981665,36982.24367674276,38092.45567311021,135048.0,19.0,59947818.0,74009.65185185189,14891.664543376692,135575.0,81.0,59947817.0,74009.65061728399,14883.809037629911,135500.0,128.0,0,0,0,0,6488,6488,13.528342302490833,13.528342302490833,16.0,276.0,81.31115218730747,111.39463918896782,12408.765640040325,0,0,0,0,0,0,0,0,1.0,81.3612823674476,18.46609124537608,144.2367447595561,0,0,0,0,0,0,811,14976,811,116976,-1,-1,811,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Mal_Estab
948,157.90.35.62-172.21.0.110-0-0-0,172.21.0.110,0,157.90.35.62,0,0,22/11/2022 03:21:37 PM,59426524,58,59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9688178295604164,512297.62068965513,475422.1714336528,1025077.0,37519.0,58367696.0,1023994.6666666667,2386.019760525685,1032106.0,1016313.0,59426524.0,1024595.2413793104,188257.4911237835,2048715.0,39301.0,0,0,0,0,0,0,0.9759951633718305,0.992822666188586,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,58,0,59,0,-1,-1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Normal
1259,172.21.0.100-172.21.0.120-80-52918-6,172.21.0.120,52918,172.21.0.100,80,6,01/11/2022 02:18:34 PM,50015203,17,13,811.0,275.0,81.0,0.0,47.70588235294117,36.91335243831552,65.0,0.0,21.15384615384616,21.904513057990865,21.713397824257555,0.5998176194546286,1724662.172413793,3845250.202181508,10003905.0,2.0,50015015.0,3125938.4375,4788333.365176767,10003905.0,36.0,50015196.0,4167933.000000001,5150650.994606021,10004038.0,88.0,0,1,0,0,544,416,0.3398966510242895,0.259920968430339,0.0,81.0,37.12903225806452,33.44422415055039,1118.516129032258,0,0,0,1,1,0,0,0,0.0,38.36666666666667,47.70588235294117,21.15384615384616,0,0,0,0,0,0,17,811,13,275,-1,501,11,0,303.0,131.0858497321507,487.0,185.0,10002658.6,1445.446401635149,10003905.0,10000305.0,Mal_Mod
1283,172.21.0.107-172.21.0.110-8805-8805-17,172.21.0.107,8805,172.21.0.110,8805,17,22/11/2022 04:47:43 PM,59952873,524,526,28864.0,11021.0,56.0,16.0,55.083969465648885,5.989204013084452,56.0,16.0,20.95247148288976,1.703672105201694,665.2725383152198,17.513756179791418,57152.4051477598,58415.44142190521,158948.0,56.0,59836884.0,114410.8680688336,18516.904424117703,159156.0,56.0,59952873.0,114195.94857142853,19110.924810930235,159144.0,280.0,0,0,0,0,4192,4208,8.740198322105432,8.773557857685987,16.0,56.0,38.00285442435772,17.631384124061736,310.8657061302162,0,0,0,0,0,0,0,0,1.0,38.03904761904762,55.083969465648856,20.95247148288973,0,0,0,0,0,0,524,28864,526,11021,-1,-1,524,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Normal
2125,172.21.0.100-172.21.0.120-80-52918-6,172.21.0.120,52918,172.21.0.100,80,6,22/11/2022 05:17:29 PM,50013826,17,13,811.0,275.0,81.0,0.0,47.70588235294117,36.91335243831552,65.0,0.0,21.15384615384616,21.904513057990865,21.713995645923987,0.5998341338653036,1724614.6896551722,3845054.422695676,10004795.0,3.0,50013761.0,3125860.0625000005,4788061.401466185,10004795.0,75.0,50013814.0,4167817.833333333,5150473.224263535,10005109.0,101.0,0,1,0,0,544,416,0.3399060091903387,0.2599281246749648,0.0,81.0,37.12903225806452,33.44422415055039,1118.516129032258,0,0,0,1,1,0,0,0,0.0,38.36666666666667,47.70588235294117,21.15384615384616,0,0,0,0,0,0,17,811,13,275,-1,501,11,0,447.0,185.9986559091221,718.0,242.0,10002189.6,1793.3956061058263,10004795.0,10000520.0,Mal_Mod2
305,172.21.0.107-172.21.0.110-8805-8805-17,172.21.0.110,8805,172.21.0.107,8805,17,04/10/2022 11:20:29 PM,524,1,3,16.0,48.0,16.0,16.0,16.0,0.0,16.0,16.0,16.0,0.0,122137.40458015268,7633.587786259542,174.66666666666666,84.33465084609844,265.0,98.0,0.0,0.0,0.0,0.0,0.0,363.0,181.5,118.08683245815344,265.0,98.0,0,0,0,0,8,24,1908.3969465648847,5725.190839694656,16.0,16.0,16.0,0.0,0.0,0,0,0,0,0,0,0,0,3.0,20.0,16.0,16.0,0,0,0,0,0,0,1,16,3,48,-1,-1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Normal
1767,172.21.0.100-172.21.0.120-80-52918-6,172.21.0.120,52918,172.21.0.100,80,6,01/11/2022 05:13:38 PM,50012449,17,13,811.0,287.0,81.0,0.0,47.70588235294117,36.91335243831552,65.0,0.0,22.07692307692308,22.772284098810182,21.95453376018439,0.5998506491853659,1724567.2068965517,3844787.809898834,10002827.0,11.0,50012155.0,3125759.6875,4787698.574500581,10002827.0,122.0,50012418.0,4167701.5,5150185.706539602,10003229.0,177.0,0,1,0,0,544,416,0.3399153678717073,0.2599352813136585,0.0,81.0,37.51612903225807,33.488177981432926,1121.4580645161288,0,0,0,1,1,0,0,0,0.0,38.766666666666666,47.70588235294117,22.07692307692308,0,0,0,0,0,0,17,811,13,287,-1,501,11,0,756.2,338.3883863255357,1343.0,524.0,10001568.2,1425.1447996606137,10002827.0,9999201.0,Mal_Mod
698,172.21.0.110-172.21.0.120-8805-8805-17,172.21.0.110,8805,172.21.0.120,8805,17,22/11/2022 02:17:24 PM,55006498,11,13,176.0,208.0,16.0,16.0,16.0,0.0,16.0,16.0,16.0,0.0,6.980993409178676,0.4363120880736672,2391586.8695652173,4639401.760974374,11001187.0,10.0,55004869.0,5500486.899999999,5797780.476644267,11001187.0,136.0,55006378.0,4583864.833333332,5664572.064621199,11001320.0,15.0,0,0,0,0,88,104,0.1999763737004308,0.2363357143732364,16.0,16.0,16.0,0.0,0.0,0,0,0,0,0,0,0,0,1.0,16.666666666666668,16.0,16.0,0,0,0,0,0,0,11,176,13,208,-1,-1,11,0,499.6,633.5655451490398,1629.0,136.0,11000744.4,324.42687928098684,11001187.0,11000356.0,Mal_Mod2
1096,172.21.0.100-172.21.0.120-80-52918-6,172.21.0.120,52918,172.21.0.100,80,6,01/11/2022 01:22:33 PM,50016556,17,13,811.0,287.0,81.0,0.0,47.70588235294117,36.91335243831552,65.0,0.0,22.07692307692308,22.772284098810182,21.952731011707403,0.5998013937624973,1724708.8275862068,3845365.040988772,10005156.0,2.0,50016491.0,3126030.6874999995,4788473.761323618,10005156.0,42.0,50016552.0,4168046.0,5150824.424437227,10005282.0,75.0,0,1,0,0,544,416,0.3398874564654152,0.2599139372970822,0.0,81.0,37.51612903225807,33.488177981432926,1121.4580645161288,0,0,0,1,1,0,0,0,0.0,38.766666666666666,47.70588235294117,22.07692307692308,0,0,0,0,0,0,17,811,13,287,-1,501,11,0,306.0,111.89727431890375,475.0,197.0,10002952.4,2014.0528294955825,10005156.0,10000578.0,Mal_Mod
1735,172.21.0.110-172.21.0.120-8805-8805-17,172.21.0.110,8805,172.21.0.120,8805,17,04/10/2022 09:56:52 PM,59939343,808,808,14918.0,116408.0,21.0,16.0,18.46287128712871,2.5012725729180443,276.0,16.0,144.06930693069307,130.0661737917383,2190.9816395551748,26.96058914092535,37114.144272445854,38373.07920258481,121445.0,26.0,59938915.0,74273.74845105331,15657.940283225991,121838.0,26.0,59939122.0,74274.00495662939,15659.35850368314,121827.0,149.0,0,0,0,0,6464,6464,13.480294570462677,13.480294570462677,16.0,276.0,81.22572665429819,111.3469307668381,12398.138991195035,0,0,0,0,0,0,0,0,1.0,81.2759900990099,18.46287128712872,144.06930693069307,0,0,0,0,0,0,808,14918,808,116408,-1,-1,808,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Mal_Estab
1463,172.21.0.110-172.21.0.120-8805-8805-17,172.21.0.110,8805,172.21.0.120,8805,17,22/11/2022 01:32:07 PM,55012033,11,13,176.0,208.0,16.0,16.0,16.0,0.0,16.0,16.0,16.0,0.0,6.980291021057156,0.4362681888160722,2391827.521739131,4639939.115829949,11002884.0,17.0,55011812.0,5501181.2,5798359.088278238,11002884.0,48.0,55011958.0,4584329.833333334,5665371.816406851,11003154.0,22.0,0,0,0,0,88,104,0.1999562532073664,0.2363119356087058,16.0,16.0,16.0,0.0,0.0,0,0,0,0,0,0,0,0,1.0,16.666666666666668,16.0,16.0,0,0,0,0,0,0,11,176,13,208,-1,-1,11,0,351.8,267.6316498473228,754.0,75.0,11001982.2,745.8798160561057,11002884.0,11001321.0,Mal_Mod2
1450,172.21.0.100-172.21.0.120-80-36254-6,172.21.0.120,36254,172.21.0.100,80,6,13/10/2022 12:26:27 AM,50024433,17,13,811.0,275.0,81.0,0.0,47.70588235294117,36.91335243831552,65.0,0.0,21.15384615384616,21.904513057990865,21.709391488755102,0.5997069472031796,1724980.4482758625,3845845.7883474417,10006392.0,14.0,50024292.0,3126518.25,4789044.042158149,10006392.0,116.0,50024418.0,4168701.5,5151492.537973287,10006661.0,202.0,0,1,0,0,544,416,0.3398339367484684,0.2598730104547112,0.0,81.0,37.12903225806452,33.44422415055039,1118.516129032258,0,0,0,1,1,0,0,0,0.0,38.36666666666667,47.70588235294117,21.15384615384616,0,0,0,0,0,0,17,811,13,275,-1,501,11,0,527.0,67.87120155117339,637.0,470.0,10004259.0,1785.011764667143,10006392.0,10001528.0,Mal_Del
525,172.21.0.110-172.21.0.120-8805-8805-17,172.21.0.110,8805,172.21.0.120,8805,17,04/10/2022 07:35:52 PM,59960615,765,765,14125.0,110260.0,21.0,16.0,18.464052287581683,2.501376960562544,276.0,16.0,144.1307189542485,130.07160194925223,2074.4450336274904,25.516749619729552,39215.57553956836,40899.52834791803,143090.0,63.0,59960327.0,78482.10340314136,17861.1179573181,143459.0,63.0,59960313.0,78482.08507853416,17867.29891662352,143327.0,117.0,0,0,0,0,6120,6120,12.758374809864776,12.758374809864776,16.0,276.0,81.42455911169183,111.46374314986332,12424.166036978702,0,0,0,0,0,0,0,0,1.0,81.47777777777777,18.464052287581698,144.13071895424838,0,0,0,0,0,0,765,14125,765,110260,-1,-1,765,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Mal_Estab
1773,172.21.0.110-172.21.0.120-8805-8805-17,172.21.0.110,8805,172.21.0.120,8805,17,13/10/2022 02:17:02 AM,55005587,11,13,176.0,208.0,16.0,16.0,16.0,0.0,16.0,16.0,16.0,0.0,6.981109028070185,0.4363193142543866,2391547.2608695654,4639342.260625347,11000847.0,74.0,55005134.0,5500513.399999999,5797594.426880844,11000847.0,392.0,55005454.0,4583787.833333333,5664642.842112833,11001155.0,74.0,0,0,0,0,88,104,0.1999796856999272,0.2363396285544594,16.0,16.0,16.0,0.0,0.0,0,0,0,0,0,0,0,0,1.0,16.666666666666668,16.0,16.0,0,0,0,0,0,0,11,176,13,208,-1,-1,11,0,436.2,37.231706917626,486.0,392.0,11000594.4,210.1149685290552,11000847.0,11000350.0,Mal_Del
